Date,site_no,flow_cfs,814_SWE_cm,684_SWE_cm,dayl_s,prcp_mm_day,srad_W_m2,swe_cm,tmax_C,tmin_C,vp_Pa,tmean,convective_fraction,longwave_radiation,potential_energy,potential_evaporation,pressure,shortwave_radiation,specific_humidity,temperature,total_precipitation,wind_u,wind_v
2016-07-02,10133980,19.9,0.0,0.0,53487.32,0.0,442.49,0.0,26.95,11.35,1109.72,19.15,0.0,301.1292669121659,180.55820185488273,0.3290889682101736,78174.62853177852,321.9690887888708,0.0075096642972372835,17.393426450405784,3.0551009274413536e-06,2.3425566012002186,0.09938829787234049
2016-07-03,10133980,17.7,0.0,0.0,53443.07,0.0,443.23,0.0,27.93,12.23,1168.43,20.08,0.0,297.7434806328424,178.72834042553194,0.36318653947879115,78408.77006001094,332.6674530823787,0.006965413004637209,18.954264711836835,0.0,1.8093623840698312,2.125270049099837
2016-07-04,10133980,18.5,0.0,0.0,53395.35,0.0,461.34,0.0,29.48,12.72,1172.63,21.1,0.0,297.6545233224224,97.6448226950355,0.3887506683033279,78308.7179814512,335.1352866202947,0.006945593514729952,19.135297281501494,0.0,2.985964266230224,4.207641843971632
2016-07-05,10133980,17.0,0.0,0.0,53344.21,0.0,441.11,0.0,28.98,13.36,1254.81,21.17,0.0,294.8276888979815,158.28273213311516,0.3906670250442597,78068.38928327881,336.24515261865804,0.006432981078741947,19.248234824655647,0.0,3.1883844789961815,2.5731955810147307
2016-07-06,10133980,16.2,0.0,0.0,53289.69,0.0,490.73,0.0,28.07,10.06,959.44,19.065,0.0,286.7943064648119,135.56322531369347,0.3750322626841245,77848.46816830334,335.64715671031104,0.006083409540370978,18.19119282607494,0.0,3.1540861974904537,0.29058647026732143
2016-07-07,10133980,14.9,0.0,0.0,53231.81,0.0,488.83,0.0,27.41,9.45,927.83,18.43,0.0,279.83371249318066,19.903196944899076,0.36351327059465366,77981.4010863339,334.3114084833607,0.0059256372025826435,16.2990138663351,0.0,0.530809465357338,-0.5651595744680853
2016-07-08,10133980,13.9,0.0,0.0,53170.63,0.0,493.55,0.0,29.61,11.02,1011.4,20.314999999999998,0.0,283.4080141843972,11.02438406983088,0.3992673827059466,78011.81354950901,336.5050942444082,0.005576249024822696,18.831601463938068,0.0,1.3016121112929626,4.595623295144573
2016-07-09,10133980,12.8,0.0,0.0,53106.18,0.0,459.18,0.0,29.85,13.01,1198.9,21.43,0.0,286.84477836879444,8.213839607201312,0.4144117225859248,78095.92977154939,333.56144367157674,0.005556763937352958,19.466537097654147,0.0,2.1401936715766507,5.297125613747955
2016-07-10,10133980,11.8,0.0,0.0,53038.51,0.0,424.66,0.0,27.53,12.59,1229.05,20.060000000000002,0.0,282.5081751227497,5.767148936170214,0.42270251636661227,77774.491922395,336.4565629432625,0.005215868367339873,18.517741516745968,0.0,3.7402898254228054,4.774768139661757
2016-07-11,10133980,10.9,0.0,0.0,52967.67,0.0,496.24,0.0,21.3,3.4,637.14,12.35,0.0,251.83326513911624,9.988150572831426,0.33863341313188877,77999.78741407531,333.1808248090563,0.004522812172667759,10.428898927113195,0.0,2.9733108292416817,-1.1726916257501365
2016-07-12,10133980,10.4,0.0,0.0,52893.7,0.0,524.94,0.0,25.96,5.56,693.77,15.76,0.0,246.51603177850527,0.12915220949263506,0.3419571017684146,78009.79524618114,339.56361552100384,0.003852346187943263,12.67417658679422,0.0,1.4640630114566286,3.052675259138026
2016-07-13,10133980,10.2,0.0,0.0,52816.66,0.0,470.69,0.0,26.38,9.09,919.38,17.735,0.0,266.1276698036006,0.2580294599018004,0.34852549781778513,78294.42943944356,338.09724290780144,0.004728537641662833,16.019378705396747,0.0,2.1896208401527555,-0.5902216312056742
2016-07-14,10133980,9.85,0.0,0.0,52736.59,0.0,522.51,0.0,29.13,8.41,762.54,18.77,0.08328618385160941,272.23517594108023,21.127746863066015,0.3378198346460055,78423.31340084563,323.0469880660121,0.004753825500454985,17.231786533986316,0.03191153846153847,0.5038672940534644,0.14082719585379164
2016-07-15,10133980,8.81,0.0,0.0,52653.54,0.0,482.67,0.0,29.07,10.77,931.14,19.92,0.04618342198581561,282.19589061647577,53.49309765411895,0.3515163734315332,78215.26001091108,315.89534969994554,0.005165515278141837,19.05513990736245,0.01676781232951446,-0.2129889525368249,1.2714007092198585
2016-07-16,10133980,9.64,0.0,0.0,52567.58,0.0,453.4,0.0,29.24,12.38,1064.79,20.81,0.009533824331696675,291.2366087015821,87.21012111292964,0.37260705810147304,77935.80871522098,330.51743046827056,0.005380563788870704,19.682481696778698,0.001069285324604474,2.82312193126023,0.537333606110202
2016-07-17,10133980,8.8,0.0,0.0,52478.75,0.0,511.25,0.0,30.7,10.31,850.61,20.505,0.0,289.6332876432079,52.26453682487726,0.36300154800872897,77923.49232883254,293.66348001909444,0.005279741059738136,18.32660551030588,0.0,-0.7851998090561922,2.0797394980905626
2016-07-18,10133980,8.61,0.0,0.0,52387.11,0.0,448.55,0.0,29.99,13.25,1132.2,21.619999999999997,0.019503546099290784,288.98589539007094,26.508848881614842,0.42279509001636667,78199.94318194217,328.05035126841256,0.0052626434465357355,19.88798780708711,0.00345264593562466,1.7924263502455,5.929307828696127
2016-07-19,10133980,8.68,0.0,0.0,52292.71,0.0,415.85,0.0,30.39,15.17,1338.46,22.78,0.02216312056737589,304.29442853246053,59.977208947081294,0.4199897398220797,78460.43080332791,324.5424258046918,0.0067913707719585385,20.093921012982502,0.003179405346426624,1.5274659028914355,5.462713447899619
2016-07-20,10133980,7.98,0.0,0.0,52195.61,0.0,432.31,0.0,31.22,15.24,1309.54,23.23,0.0,303.64950559192584,71.11411674849974,0.4122149488883012,78406.783655892,326.42833585651954,0.0066305407665030024,20.67021806699232,0.0,1.9911845335515552,4.838452673213313
2016-07-21,10133980,7.04,0.0,0.0,52095.88,0.0,426.96,0.0,32.12,16.31,1407.31,24.214999999999996,0.019476295690125482,300.5289320785599,32.02108456082925,0.389754637206765,78431.51484519914,322.9164021412985,0.005883899045280962,21.179895926567646,0.00016052918712493186,1.159829514457174,3.7495737861429363
2016-07-22,10133980,6.72,0.0,0.0,51993.56,0.0,423.11,0.0,32.15,16.58,1441.13,24.365,0.17258602018548833,314.7176234315331,152.37361265684675,0.39175413938897985,78539.38065807421,311.40910454173496,0.006556149838971077,22.119988361697896,0.005645171849427169,2.1705755591925806,4.080732405891981
2016-07-23,10133980,6.77,0.0,0.0,51888.71,0.0,493.5,0.0,30.83,11.99,906.13,21.41,0.03954337152209493,285.7988106928533,8.725263502454993,0.3836507364975451,78445.96735133661,327.9903865248227,0.005341210961447892,19.62491255689958,0.000243644298963448,0.8850975177304968,-1.802694353518822
2016-07-24,10133980,8.81,0.0,0.0,51781.4,0.0,519.78,0.0,31.05,10.52,752.28,20.785,0.019776322967812333,274.08108087834154,2.134843426077469,0.36083046540855,78356.2087015821,328.8972247681397,0.004645515066739763,18.655835333874652,0.0006704309874522643,0.28798622476813973,-1.379744953627933
2016-07-25,10133980,8.79,0.0,0.0,51671.68,0.0,490.51,0.0,32.22,13.5,894.83,22.86,0.0,290.86549236224766,167.3667212220404,0.3748141571194763,78304.38727291327,322.86998588379714,0.005412974972722315,20.60903007844469,0.0,-0.5215725586470267,1.517524549918167
2016-07-26,10133980,7.62,0.0,0.0,51559.6,0.0,469.44,0.0,32.75,15.53,896.27,24.14,0.0,298.62608087834155,209.76464375340973,0.38061124880333386,78369.70776186582,321.77910536006556,0.005576955805965077,22.28432089481471,0.0,0.37829309874522654,1.8374631751227495
2016-07-27,10133980,7.53,0.0,0.0,51445.24,0.0,504.53,0.0,32.22,13.36,633.46,22.79,0.0,287.16879909983635,1.779840698308784,0.3736257976816056,78458.00294462629,324.6032157665031,0.004896305974905595,21.814477477794284,0.0,1.8789941352973272,-0.002805510092744154
2016-07-28,10133980,6.08,0.0,0.0,51328.65,0.0,504.58,0.0,32.27,13.46,610.82,22.865000000000002,0.0,294.6908312875069,32.42051282051284,0.37210994648452156,78451.520212766,321.38090861974905,0.005189246838425524,22.218942416909634,0.0,1.3557630932896896,-0.41808715220949283
2016-07-29,10133980,5.56,0.0,0.0,51209.88,0.0,497.28,0.0,32.28,13.82,639.26,23.05,0.1248254500818331,296.8415200490999,36.3754195308238,0.37142058101472997,78342.38034710856,318.4055117294054,0.005468580314966713,21.809371358535387,0.0026369067103109664,0.5655414620840155,-0.46005660120021846
2016-07-30,10133980,5.73,0.0,0.0,51088.99,0.0,464.13,0.0,31.67,14.93,755.36,23.3,0.0,321.98801077468636,84.88535079105294,0.32237620002748674,78147.87121726679,255.94761572558656,0.006263141602654675,21.99714382639886,0.0,1.6223567921440267,1.600741953082379
2016-07-31,10133980,6.23,0.0,0.0,50966.05,0.0,443.72,0.0,30.68,14.95,806.41,22.814999999999998,0.0,321.2362434442982,166.32153627932354,0.3684419803600655,78130.67863406985,308.92455871522105,0.007370311265684673,21.128304382757122,0.0,2.3038502454991825,2.5688277414075293
2016-08-01,10133980,6.62,0.0,0.0,50841.11,0.0,469.21,0.0,31.13,14.07,713.16,22.6,0.0,306.21901527550466,175.62269067103117,0.35799528096017474,78210.82015684672,295.0529432624114,0.006658262588652483,21.352802318816515,0.0,1.3283694762684128,0.9268555646481179
2016-08-02,10133980,6.87,0.0,0.0,50714.23,0.0,502.41,0.0,32.29,13.09,609.21,22.689999999999998,0.0,301.122081969449,98.54202727768687,0.36628987997817797,78326.20905482814,293.1850488270596,0.006010638974087266,21.534169458367465,0.0,0.05693262411347527,1.486610065466449
2016-08-03,10133980,5.57,0.0,0.0,50585.46,0.0,451.22,0.0,31.35,14.99,794.85,23.17,0.0,314.38762206764875,71.06442334969996,0.34986129296235685,78236.36101882163,277.05166359792696,0.006622660890616476,21.436180132893508,0.0,1.622788461538462,1.2435638297872345
2016-08-04,10133980,5.29,0.0,0.0,50454.86,0.0,499.22,0.0,29.41,10.52,538.8,19.965,0.0,276.5509022094926,0.0009689034369885436,0.3487306805782871,78332.53413529733,292.07279432624125,0.004736057913166386,17.923709456406872,0.0,0.16973063284233497,-1.6559335788325158
